Plot,Name
136-01-0031,Rubus
136-01-0031,Carya tomentosa
136-01-0031,Glechoma hederacea
136-01-0031,Ligustrum lucidum
136-01-0031,Liriodendron tulipifera var. tulipifera
136-01-0031,Ulmus americana var. americana
136-01-0031,Poa autumnalis
136-01-0031,Ranunculus abortivus
136-01-0031,Muscadinia rotundifolia var. rotundifolia
136-01-0031,Elaeagnus pungens
136-01-0031,Ilex cornuta
136-01-0031,Morus rubra
136-01-0032,Fraxinus pennsylvanica
136-01-0032,Geum canadense
136-01-0032,Parthenocissus quinquefolia
136-01-0032,Impatiens capensis
136-01-0032,Rubus
136-01-0032,Acer rubrum
136-01-0032,Acer floridanum
136-01-0032,Smilax glauca
136-01-0032,Clematis terniflora
136-01-0032,Fagus grandifolia var. caroliniana
136-01-0032,Elaeagnus umbellata
136-01-0033,Amphicarpaea bracteata
136-01-0033,Albizia julibrissin
136-01-0033,Liquidambar styraciflua
136-01-0033,Swida amomum
136-01-0033,Polystichum acrostichoides
136-01-0033,Quercus alba
136-01-0033,Boehmeria cylindrica
136-01-0033,Smilax bona-nox var. bona-nox
136-01-0033,Acer rubrum
136-01-0033,Galium circaezans
136-01-0033,Elaeagnus pungens
136-01-0033,Cinna arundinacea
136-01-0033,Poa autumnalis
136-01-0034,Sceptridium biternatum
136-01-0034,Viburnum rafinesqueanum
136-01-0034,Cinna arundinacea
136-01-0034,Rubus
136-01-0034,Carex blanda
136-01-0034,Galium triflorum
136-01-0034,Carya cordiformis
136-01-0034,Juniperus virginiana
136-01-0034,Gonolobus suberosus var. suberosus
136-01-0034,Celtis occidentalis
136-01-0034,Carex gracillima
136-01-0034,Nyssa sylvatica
136-01-0034,Vitis [baileyana + simpsonii + vulpina]
136-01-0034,Prunus serotina var. serotina
136-01-0034,Ulmus alata
136-01-0034,Boehmeria cylindrica
136-01-0034,Hypericum perforatum
136-01-0034,Dichanthelium [dichotomum + microcarpon]
136-01-0034,Ornithogalum nutans
136-01-0034,Salvia lyrata
136-01-0034,Pedicularis canadensis
136-01-0034,Fagus grandifolia var. caroliniana
136-01-0034,Albizia julibrissin
136-01-0034,Passiflora lutea
136-01-0034,Benthamidia florida
136-01-0034,Commelina communis
136-01-0034,Botrypus virginianus
136-01-0034,Dichanthelium polyanthes
136-01-0035,Sanicula canadensis
136-01-0035,Carex rosea
136-01-0035,Acer floridanum
136-01-0035,Cerastium brachypetalum
136-01-0035,Morus rubra
136-01-0035,Arisaema dracontium
136-01-0035,Gonolobus suberosus var. suberosus
136-01-0035,Quercus phellos
136-01-0035,Elaeagnus pungens
136-01-0036,Dichanthelium boscii
136-01-0036,Campsis radicans
136-01-0036,Pinus taeda
136-01-0036,Danthonia spicata
136-01-0036,Viburnum acerifolium
136-01-0036,Uvularia perfoliata
136-01-0036,Oxydendrum arboreum
136-01-0036,Tiarella cordifolia
136-01-0036,Benthamidia florida
136-01-0036,Quercus falcata
136-01-0036,Leersia virginica
136-01-0037,Elaeagnus pungens
136-01-0037,Sambucus canadensis
136-01-0037,Quercus rubra var. rubra
136-01-0037,Solidago
136-01-0038,Viola [affinis + sororia] 
136-01-0038,Lonicera japonica
136-01-0038,Bignonia capreolata
136-01-0038,Carex amphibola
136-01-0038,Dichanthelium clandestinum
136-01-0038,Carex rosea
136-01-0038,Liriope muscari
136-01-0038,Leersia virginica
136-01-0038,Carex squarrosa
136-01-0039,Quercus phellos
136-01-0039,Botrypus virginianus
136-01-0039,Albizia julibrissin
136-01-0039,Chasmanthium laxum
136-01-0039,Rosa multiflora
136-01-0039,Commelina communis
136-01-0039,Juniperus virginiana
136-01-0039,Potentilla indica
136-01-0039,Carex debilis
136-01-0039,Carya ovalis
136-01-0039,Chionanthus virginicus
136-01-0039,Ilex decidua
136-01-0039,Sceptridium biternatum
136-01-0040,Microstegium vimineum
136-01-0040,Rubus
136-01-0040,Poa autumnalis
136-01-0040,Parthenocissus quinquefolia
136-01-0040,Arundinaria gigantea
136-01-0040,Fraxinus pennsylvanica
136-01-0040,Muscadinia rotundifolia var. rotundifolia
136-01-0040,Viola [affinis + sororia] 
136-01-0040,Lonicera japonica
136-01-0040,Ligustrum sinense
136-01-0040,Liquidambar styraciflua
136-01-0040,Bignonia capreolata
136-01-0040,Smilax rotundifolia
136-01-0040,Sambucus canadensis
136-01-0040,Toxicodendron radicans var. radicans
136-01-0040,Carya tomentosa
136-01-0040,Hedera helix var. helix
136-01-0040,Sanicula canadensis
136-01-0040,Ilex opaca
136-01-0040,Celtis laevigata
136-01-0040,Quercus phellos
136-01-0040,Acer floridanum
136-01-0040,Acer negundo var. negundo
136-01-0040,Asplenium platyneuron
136-01-0040,Corylus americana
136-01-0040,Athyrium asplenioides
136-01-0040,Carex debilis
136-01-0040,Saururus cernuus
136-01-0040,Potentilla indica
136-01-0040,Carex [sangamonensis + tribuloides]
136-01-0040,Quercus nigra
136-01-0041,Quercus phellos
136-01-0041,Poa autumnalis
136-01-0041,Geum canadense
136-01-0041,Sanicula canadensis
136-01-0041,Pyrus calleryana
136-01-0041,Lycopus
136-01-0041,Carex [sangamonensis + tribuloides]
136-01-0041,Rubus
136-01-0041,Allium
136-01-0041,Vitis [baileyana + simpsonii + vulpina]
136-01-0041,Carex gracillima
136-01-0041,Carex bromoides
136-01-0041,Ranunculus abortivus
136-01-0041,Polystichum acrostichoides
136-01-0041,Athyrium asplenioides
136-01-0041,Murdannia keisak
136-01-0041,Carex oxylepis
136-01-0043,Microstegium vimineum
136-01-0043,Ligustrum sinense
136-01-0043,Smilax glauca
136-01-0043,Carex debilis
136-01-0043,Acer rubrum
136-01-0043,Bignonia capreolata
136-01-0043,Magnolia grandiflora
136-01-0043,Pyrus calleryana
136-01-0043,Prunus serotina var. serotina
136-01-0043,Amphicarpaea bracteata
136-01-0043,Quercus velutina
136-01-0043,Lindera benzoin
136-01-0043,Liriodendron tulipifera var. tulipifera
136-01-0043,Lonicera sempervirens
136-01-0043,Carex kraliana
136-01-0043,Ulmus alata
136-01-0045,Parthenocissus quinquefolia
136-01-0045,Lonicera japonica
136-01-0045,Sanicula canadensis
136-01-0045,Smilax bona-nox var. bona-nox
136-01-0045,Euonymus fortunei
136-01-0045,Euonymus americanus
136-01-0045,Carex blanda
136-01-0045,Ranunculus recurvatus var. recurvatus
136-01-0047,Lonicera japonica
136-01-0047,Fraxinus [americana + biltmoreana + smallii]
136-01-0047,Euonymus americanus
136-01-0047,Microstegium vimineum
136-01-0047,Parthenocissus quinquefolia
136-01-0047,Galium aparine
136-01-0047,Allium
136-01-0047,Phryma leptostachya
136-01-0047,Carex amphibola
136-01-0047,Smilax glauca
136-01-0047,Quercus phellos
136-01-0047,Quercus rubra var. rubra
136-01-0047,Acer floridanum
136-01-0047,Hexastylis arifolia
136-01-0047,Lactuca
136-01-0047,Ligustrum sinense
136-01-0047,Toxicodendron radicans var. radicans
136-01-0047,Ranunculus abortivus
136-01-0047,Prunus serotina var. serotina
136-01-0047,Juniperus virginiana
136-01-0047,Hibiscus syriacus
136-01-0047,Liquidambar styraciflua
136-01-0047,Viburnum prunifolium
136-01-0047,Sanicula canadensis
136-01-0047,Leersia virginica
136-01-0047,Carex blanda
136-01-0047,Ilex opaca
136-01-0047,Carpinus caroliniana
136-01-0047,Carya tomentosa
136-01-0047,Commelina communis
136-01-0047,Maianthemum racemosum
136-01-0047,Celtis occidentalis
136-01-0047,Quercus alba
136-01-0047,Cercis canadensis
136-01-0047,Muscadinia rotundifolia var. rotundifolia
136-01-0047,Albizia julibrissin
136-01-0047,Rosa multiflora
136-01-0047,Ulmus rubra
136-01-0047,Viburnum rafinesqueanum
136-01-0047,Agrimonia parviflora
136-01-0047,Carex oxylepis
136-01-0047,Rubus
136-01-0047,Vitis [baileyana + simpsonii + vulpina]
136-01-0047,Solidago juncea
136-01-0047,Elephantopus carolinianus
136-01-0047,Smilax rotundifolia
136-01-0047,Poa autumnalis
136-01-0047,Benthamidia florida
136-01-0047,Cryptotaenia canadensis
136-01-0047,Thalictrum thalictroides
136-01-0047,Carex cephalophora
136-01-0047,Elaeagnus umbellata
136-01-0047,Carya glabra
136-01-0047,Botrypus virginianus
136-01-0047,Galium circaezans
136-01-0047,Acer rubrum
136-01-0047,Campsis radicans
136-01-0047,Stellaria pubera
136-01-0047,Stellaria media
136-01-0047,Pinus taeda
136-01-0047,Acer negundo var. negundo
136-01-0047,Glechoma hederacea
136-01-0048,Toxicodendron radicans var. radicans
136-01-0048,Vitis aestivalis var. aestivalis
136-01-0048,Galium obtusum
136-01-0048,Athyrium asplenioides
136-01-0048,Carex caroliniana
136-01-0048,Clematis virginiana
136-01-0048,Maianthemum racemosum
136-01-0048,Ophioglossum pycnostichum
136-01-0048,Ranunculus recurvatus var. recurvatus
136-01-0048,Osmorhiza longistylis
136-01-0050,Smilax rotundifolia
136-01-0050,Rubus
136-01-0050,Vitis [baileyana + simpsonii + vulpina]
136-01-0050,Carya tomentosa
136-01-0050,Sanicula canadensis
136-01-0050,Cinna arundinacea
136-01-0050,Poa autumnalis
136-01-0050,Leersia virginica
136-01-0050,Galium aparine
136-01-0050,Carpinus caroliniana
136-01-0050,Ranunculus recurvatus var. recurvatus
136-01-0050,Lactuca
136-01-0050,Hedera helix var. helix
136-01-0050,Platanus occidentalis var. occidentalis
136-01-0050,Carya glabra
136-01-0050,Sceptridium biternatum
136-01-0052,Carex radiata
136-01-0052,Leersia virginica
136-01-0052,Carex lupulina
136-01-0052,Chasmanthium latifolium
136-01-0052,Campsis radicans
136-01-0052,Solidago juncea
136-01-0052,Hypericum nudiflorum
136-01-0052,Ilex opaca
136-01-0052,Sceptridium biternatum
136-01-0052,Carya ovata
136-01-0052,Carex abscondita
136-01-0052,Benthamidia florida
136-01-0052,Sisyrinchium angustifolium
136-01-0052,Carex typhina
136-01-0054,Euonymus americanus
136-01-0054,Smilax bona-nox var. bona-nox
136-01-0054,Gonolobus suberosus var. suberosus
136-01-0054,Liriodendron tulipifera var. tulipifera
136-01-0054,Ulmus rubra
136-01-0054,Fagus grandifolia var. caroliniana
136-01-0054,Amphicarpaea bracteata
136-01-0054,Carex aureolensis
136-01-0054,Geum canadense
136-01-0054,Elephantopus carolinianus
148-01-0002,Hylodesmum nudiflorum
148-01-0002,Quercus falcata
148-01-0002,Carya tomentosa
148-01-0002,Carpinus caroliniana
148-01-0002,Liriodendron tulipifera var. tulipifera
148-01-0006,Carex flaccosperma
148-01-0006,Carex
148-01-0006,Morus rubra
148-01-0006,Lonicera japonica
148-01-0010,Polystichum acrostichoides
148-01-0010,Amelanchier arborea
148-01-0010,Ulmus alata
148-01-0010,Vaccinium tenellum
148-01-0010,Elephantopus
148-01-0010,Viburnum rafinesqueanum
148-01-0014,Pinus taeda
148-01-0014,Celtis occidentalis
148-01-0014,Carya pallida
148-01-0014,Carya tomentosa
148-01-0014,Diospyros virginiana
148-01-0014,Prunus serotina var. serotina
148-01-0014,Toxicodendron radicans var. radicans
148-01-0018,Magnoliophyta {Unknown}
148-01-0018,Smilax herbacea
148-01-0018,Carex flaccosperma
148-01-0018,Liparis liliifolia
148-01-0022,Dioscorea villosa
148-01-0022,Dichanthelium boscii
148-01-0022,Amelanchier arborea
148-01-0022,Viola
148-01-0030,Smilax glauca
148-01-0030,Rubus pensilvanicus
148-01-0030,Quercus michauxii
148-01-0030,Quercus stellata
148-01-0030,Viola palmata var. palmata
148-01-0030,Diospyros virginiana
148-01-0030,Fagus grandifolia var. caroliniana
148-01-0032,Microstegium vimineum
148-01-0032,Carya ovata
148-01-0032,Carya pallida
148-01-0032,Ilex opaca
148-01-0032,Lonicera sempervirens
148-01-0036,Ophioglossum pycnostichum
148-01-0036,Sceptridium
148-01-0036,Dioscorea villosa
148-01-0036,Carex
148-01-0036,Poaceae
148-01-0036,Viola affinis
148-01-0036,Ligustrum sinense
148-01-0036,Campsis radicans
148-01-0036,Solidago
148-01-0036,Galium tinctorium
004-01-0145,Campsis radicans
004-01-0145,Chimaphila maculata
004-01-0145,Hydrangea barbara
004-01-0145,Hypericum prolificum
004-01-0145,Monarda [punctata + species 2 [=arkansana]]
004-01-0145,Ulmus americana var. americana
004-01-0145,Magnoliophyta {Unknown}
004-01-0146,Arisaema [pusillum + quinatum + triphyllum]
004-01-0146,Carex {section Acrocystis}
004-01-0146,Benthamidia florida
004-01-0146,Dichanthelium {dichotomum Group}
004-01-0146,Dichanthelium [polyanthes + sphaerocarpon]
004-01-0146,Elephantopus carolinianus
004-01-0146,Eubotrys racemosus
004-01-0146,Ligustrum sinense
004-01-0146,Lycopus virginicus
004-01-0146,Morella caroliniensis
004-01-0146,Nyssa sylvatica
004-01-0146,Prunus serotina var. serotina
004-01-0146,Rubus hispidus
004-01-0146,Scutellaria integrifolia
004-01-0146,Solidago vaseyi
004-01-0146,Viola primulifolia
004-01-0146,Lorinseria areolata
004-01-0146,Xanthorhiza simplicissima
004-01-0150,Acer rubrum var. rubrum
004-01-0150,Diospyros virginiana
004-01-0150,Helianthus divaricatus
004-01-0150,Nyssa sylvatica
004-01-0150,Oxalis
004-01-0150,Phlox nivalis
004-01-0150,Ulmus alata
004-01-0151,Asplenium platyneuron
004-01-0151,Betula nigra
004-01-0151,Morus rubra
004-01-0151,Poa autumnalis
004-01-0151,Sedum ternatum
004-01-0152,Carya glabra
004-01-0152,Danthonia sericea
004-01-0152,Euphorbia [corollata + pubentissima]
004-01-0153,[Andropogon + Schizachyrium]
004-01-0153,Benthamidia florida
004-01-0153,Dichanthelium [aciculare + angustifolium]
004-01-0153,Dichanthelium {dichotomum Group}
004-01-0153,Dichanthelium
004-01-0153,Iris verna var. verna
004-01-0153,Quercus velutina
004-01-0153,Toxicodendron pubescens
004-01-0154,[Andropogon + Schizachyrium]
004-01-0154,Dichanthelium depauperatum
004-01-0154,Hypericum stragulum
004-01-0154,Aronia arbutifolia
004-01-0154,Prunus serotina var. serotina
004-01-0154,Quercus falcata
004-01-0154,Quercus montana
004-01-0154,Scutellaria elliptica
004-01-0154,Toxicodendron radicans var. radicans
004-01-0155,Aesculus sylvatica
004-01-0155,[Andropogon + Schizachyrium]
004-01-0155,Oxydendrum arboreum
004-01-0156,Dichanthelium scoparium
004-01-0156,Gelsemium sempervirens
004-01-0156,Ludwigia palustris
004-01-0156,Vaccinium fuscatum
004-01-0157,Ilex opaca
004-01-0157,Quercus stellata
004-01-0157,Rhododendron maximum
004-01-0157,Styrax grandifolius
004-01-0158,Gaylussacia frondosa
004-01-0159,Aureolaria virginica
004-01-0159,Carya carolinae-septentrionalis
004-01-0159,Cercis canadensis
004-01-0159,Parthenocissus quinquefolia
004-02-0150,Carya tomentosa
004-02-0150,Chimaphila maculata
004-02-0150,Coreopsis verticillata
004-02-0150,Desmodium rotundifolium
004-02-0150,Galium circaezans
004-02-0150,Gelsemium sempervirens
004-02-0150,Gentiana villosa
004-02-0150,Goodyera pubescens
004-02-0150,Lespedeza
004-02-0150,Pinus echinata
004-02-0150,Quercus nigra
004-02-0150,Quercus phellos
004-02-0150,Smilax bona-nox var. bona-nox
004-02-0155,Carya glabra
004-02-0155,Muscadinia rotundifolia var. rotundifolia
004-02-0156,Ilex opaca
004-02-0156,Prunus serotina var. serotina
004-02-0157,Acer rubrum var. rubrum
004-02-0157,Asclepias amplexicaulis
004-02-0157,Desmodium nuttallii
004-02-0157,Gaylussacia dumosa
004-02-0157,Houstonia longifolia var. compacta
004-02-0157,Physalis virginiana
004-02-0157,Platanthera ciliaris
004-02-0157,Silphium [compositum var. compositum + reniforme]
004-02-0157,Solidago odora
004-02-0157,Sorghastrum nutans
004-02-0159,Carex nigromarginata
004-02-0159,Carya glabra
004-02-0159,Chasmanthium laxum
004-02-0159,Dichanthelium [aciculare + angustifolium]
004-02-0159,Fraxinus [americana + biltmoreana + smallii]
004-02-0159,Houstonia caerulea
004-02-0159,Houstonia purpurea
004-02-0159,Liriodendron tulipifera var. tulipifera
004-02-0159,Luzula
004-02-0159,Pinus echinata
004-02-0159,Polygonatum biflorum var. biflorum
004-02-0159,Quercus montana
004-02-0159,Rhododendron viscosum var. viscosum
004-02-0159,Solidago
004-02-0159,Viola primulifolia
004-02-0160,Rubus pensilvanicus
004-02-0160,Scleria [nitida + triglomerata]
004-02-0160,Sorghastrum nutans
004-02-0161,Acer leucoderme
004-02-0161,Acer rubrum var. rubrum
004-02-0161,Amelanchier arborea
004-02-0161,Andropogon
004-02-0161,[Andropogon + Schizachyrium]
004-02-0161,Endodeca serpentaria
004-02-0161,Carex nigromarginata
004-02-0161,Carya carolinae-septentrionalis
004-02-0161,Celtis [occidentalis + pumila]
004-02-0161,Cercis canadensis
004-02-0161,Crataegus [buckleyi + intricata]
004-02-0161,Crataegus uniflora
004-02-0161,Danthonia sericea
004-02-0161,Danthonia spicata
004-02-0161,Dichanthelium {dichotomum Group}
004-02-0161,Diospyros virginiana
004-02-0161,Eupatorium [hyssopifolium + torreyanum]
004-02-0161,Euphorbia [corollata + pubentissima]
004-02-0161,Fraxinus [americana + biltmoreana + smallii]
004-02-0161,Hieracium venosum
004-02-0161,Juniperus virginiana
004-02-0161,Lactuca
004-02-0161,Lespedeza procumbens
004-02-0161,Pinus echinata
004-02-0161,Prunus serotina var. serotina
004-02-0161,Prunus umbellata
004-02-0161,Quercus alba
004-02-0161,Quercus marilandica var. marilandica
004-02-0161,Quercus stellata
004-02-0161,Scleria [nitida + triglomerata]
004-02-0161,Tragia urticifolia
004-02-0161,Ulmus alata
004-02-0161,Muscadinia rotundifolia var. rotundifolia
004-02-0161,Potentilla [canadensis + simplex]
004-02-0162,Amelanchier arborea
004-02-0162,Chimaphila maculata
004-02-0162,Euonymus americanus
004-02-0162,Juniperus virginiana
004-02-0162,Liriodendron tulipifera var. tulipifera
004-02-0162,Quercus rubra var. rubra
004-02-0165,Campanula divaricata
004-02-0165,Cardamine diphylla
004-02-0165,Eurybia divaricata
004-02-0165,Fagus grandifolia var. caroliniana
004-02-0165,Hepatica americana
004-02-0165,Houstonia purpurea
004-02-0165,Houstonia caerulea
004-02-0165,Ilex [ambigua + montana]
004-02-0165,Ilex opaca
004-02-0165,Liriodendron tulipifera var. tulipifera
004-02-0165,Oxalis violacea
004-02-0165,Polygonatum biflorum var. biflorum
004-02-0165,Rhododendron periclymenoides
004-02-0165,Smilax bona-nox var. bona-nox
004-02-0165,Smilax glauca
004-02-0165,Thalictrum thalictroides
004-02-0165,Uvularia perfoliata
004-02-0165,Potentilla [canadensis + simplex]
004-02-0166,Acer rubrum var. rubrum
004-02-0166,Amorpha schwerinii
004-02-0166,Andropogon gyrans
004-02-0166,Chimaphila maculata
004-02-0166,Dichanthelium {dichotomum Group}
004-02-0166,Diospyros virginiana
004-02-0166,Epigaea repens
004-02-0166,Fagus grandifolia var. caroliniana
004-02-0166,Gaylussacia frondosa
004-02-0166,Hexastylis virginica
004-02-0166,[Hieracium + Pilosella]
004-02-0166,Ilex opaca
004-02-0166,Kalmia latifolia
004-02-0166,Liriodendron tulipifera var. tulipifera
004-02-0166,Magnolia acuminata
004-02-0166,Hypopitys {Monotropa hypopithys}
004-02-0166,Nyssa sylvatica
004-02-0166,Oxydendrum arboreum
004-02-0166,Quercus coccinea
004-02-0166,Quercus montana
004-02-0166,Quercus velutina
004-02-0166,Sassafras albidum
004-02-0166,Smilax glauca
004-02-0166,Solidago odora
004-02-0166,Symplocos tinctoria
004-02-0166,Vaccinium corymbosum
004-02-0166,Muscadinia rotundifolia var. rotundifolia
004-03-0149,Acer leucoderme
004-03-0149,Carex caroliniana
004-03-0149,Fraxinus [americana + biltmoreana + smallii]
004-03-0149,Liquidambar styraciflua
004-03-0149,Lonicera sempervirens
004-03-0149,Prunus umbellata
004-03-0149,Quercus alba
004-03-0149,Quercus velutina
004-03-0149,Smilax bona-nox var. bona-nox
004-03-0149,Vaccinium tenellum
004-03-0150,Pinus echinata
004-03-0150,Sassafras albidum
004-03-0150,Muscadinia rotundifolia var. rotundifolia
004-03-0151,Gaylussacia dumosa
004-03-0152,Dichanthelium {dichotomum Group}
004-03-0152,Hexastylis arifolia
004-03-0152,Piptochaetium avenaceum
004-03-0152,Quercus coccinea
004-03-0152,Sericocarpus [asteroides + caespitosus]
004-03-0152,Sorghastrum nutans
004-03-0152,Symplocos tinctoria
004-03-0152,Tephrosia virginiana
004-03-0152,Vaccinium stamineum
004-03-0153,Amelanchier canadensis
004-03-0153,Baptisia tinctoria
004-03-0153,Carya tomentosa
004-03-0153,Eupatorium pilosum
004-03-0153,Parthenium integrifolium
004-03-0153,Aronia arbutifolia
004-03-0153,Poaceae
004-03-0153,Prunus serotina var. serotina
004-03-0153,Rhus copallinum
004-03-0153,Sericocarpus [asteroides + caespitosus]
004-03-0153,Solidago odora
004-03-0153,Solidago
004-03-0153,Symphyotrichum patens var. patens
004-03-0153,Toxicodendron pubescens
004-03-0153,Vernonia acaulis
004-03-0153,Viburnum [carolinianum + dentatum + recognitum]
004-03-0153,Muscadinia rotundifolia var. rotundifolia
004-03-0154,Eupatorium pilosum
004-03-0154,Melica mutica
004-03-0154,Nyssa sylvatica
004-03-0154,Polystichum acrostichoides
004-03-0154,Nabalus altissimus
004-03-0155,Acer leucoderme
004-03-0155,Arisaema [pusillum + quinatum + triphyllum]
004-03-0155,Carya tomentosa
004-03-0155,Dichanthelium boscii
004-03-0155,Juniperus virginiana
004-03-0155,Sassafras albidum
004-03-0155,Ulmus alata
004-03-0155,Vaccinium tenellum
004-03-0155,Viburnum acerifolium
004-03-0155,Viburnum rufidulum
004-03-0156,Chionanthus virginicus
004-03-0156,Danthonia spicata
004-03-0165,Allium cernuum
004-03-0165,Diospyros virginiana
004-03-0165,Parthenocissus quinquefolia
004-03-0165,Viburnum rufidulum
004-03-0166,Chimaphila maculata
004-03-0166,Diospyros virginiana
004-03-0166,Euphorbia [corollata + pubentissima]
004-03-0166,Hieracium gronovii
004-03-0166,Oxydendrum arboreum
004-03-0166,Quercus stellata
004-03-0166,Smilax [herbacea + pulverulenta]
004-03-0167,Acer rubrum var. rubrum
004-03-0167,Arundinaria [gigantea + tecta]
004-03-0167,Botrypus virginianus
004-03-0167,Carya glabra
004-03-0167,Cercis canadensis
004-03-0167,Clitoria mariana var. mariana
004-03-0167,Cyperaceae
004-03-0167,Desmodium paniculatum var. paniculatum
004-03-0167,Euonymus americanus
004-03-0167,Iris verna var. verna
004-03-0167,Liquidambar styraciflua
004-03-0167,Sanicula canadensis var. canadensis
004-03-0167,Ulmus americana var. americana
004-03-0167,Viola
004-03-0168,Asplenium platyneuron
004-03-0168,Arundinaria [gigantea + tecta]
004-03-0168,Botrypus virginianus
004-03-0168,Carya tomentosa
004-03-0168,Crataegus marshallii
004-03-0168,Nyssa sylvatica
004-03-0168,Sanicula canadensis var. canadensis
004-03-0168,Viola sororia
004-04-0145,Carex blanda
004-04-0145,Clitoria mariana var. mariana
004-04-0145,Dioscorea villosa
004-04-0145,Gelsemium sempervirens
004-04-0145,Geum canadense
004-04-0145,Toxicodendron radicans var. radicans
004-04-0145,Verbesina alternifolia
004-04-0146,Acer rubrum var. rubrum
004-04-0146,Dichanthelium [aciculare + angustifolium]
004-04-0146,Diospyros virginiana
004-04-0146,Quercus rubra var. rubra
004-04-0146,Symphyotrichum lateriflorum
004-04-0146,Vaccinium arboreum
004-04-0147,Acer rubrum
004-04-0147,Amelanchier arborea
004-04-0147,Swida foemina
004-04-0147,Cyrilla racemiflora
004-04-0147,Dichanthelium {dichotomum Group}
004-04-0147,Dioscorea villosa
004-04-0147,Diospyros virginiana
004-04-0147,Euonymus americanus
004-04-0147,Gaylussacia frondosa
004-04-0147,Ilex [ambigua + montana]
004-04-0147,Ilex opaca
004-04-0147,Itea virginica
004-04-0147,Liquidambar styraciflua
004-04-0147,Magnolia virginiana var. virginiana
004-04-0147,Morella caroliniensis
004-04-0147,Nyssa biflora
004-04-0147,Osmundastrum cinnamomeum
004-04-0147,Osmunda spectabilis
004-04-0147,Parthenocissus quinquefolia
004-04-0147,Aronia arbutifolia
004-04-0147,Quercus velutina
004-04-0147,Rhododendron periclymenoides
004-04-0147,Rubus hispidus
004-04-0147,Scleria
004-04-0147,Smilax laurifolia
004-04-0147,Thelypteris palustris var. pubescens
004-04-0147,Toxicodendron radicans var. radicans
004-04-0147,Vaccinium corymbosum
004-04-0147,Viburnum nudum
004-04-0147,Muscadinia rotundifolia var. rotundifolia
004-04-0151,Carex crinita
004-04-0151,Dichanthelium
004-04-0151,Glyceria striata var. striata
004-04-0151,Smilax glauca
004-04-0152,Carya glabra
004-04-0152,Coreopsis verticillata
004-04-0152,Eupatorium compositifolium
004-04-0152,Hieracium venosum
004-04-0152,Piptochaetium avenaceum
004-04-0152,Pteridium pseudocaudatum
004-04-0153,Dichanthelium
004-04-0153,Iris verna var. verna
004-04-0153,Pinus virginiana
004-04-0153,Tephrosia virginiana
004-04-0154,Endodeca serpentaria
004-04-0154,Lespedeza virginica
004-04-0154,Sassafras albidum
004-04-0155,Ambrosia artemisiifolia
004-04-0155,Antennaria [parlinii + plantaginifolia]
004-04-0155,Aristida purpurascens
004-04-0155,Lobelia nuttallii
004-04-0155,Mecardonia acuminata var. acuminata
004-04-0155,Oxalis
004-04-0155,Phlox nivalis ssp. hentzii
004-04-0155,Pycnanthemum tenuifolium
004-04-0155,Scleria oligantha
004-04-0155,Symphyotrichum concolor var. concolor
004-04-0155,Phemeranthus teretifolius
004-04-0155,Ulmus alata
004-04-0155,Muscadinia rotundifolia var. rotundifolia
004-04-0156,Acer rubrum var. rubrum
004-04-0156,Alnus serrulata
004-04-0156,Amelanchier canadensis
004-04-0156,Anemone quinquefolia
004-04-0156,Anemone virginiana var. virginiana
004-04-0156,Asteraceae {Aster s.l.}
004-04-0156,Sceptridium biternatum
004-04-0156,Calycanthus floridus
004-04-0156,Carex blanda
004-04-0156,Carpinus caroliniana
004-04-0156,Carya glabra
004-04-0156,Cercis canadensis
004-04-0156,Benthamidia florida
004-04-0156,Swida foemina
004-04-0156,Cyrilla racemiflora
004-04-0156,Dichanthelium yadkinense
004-04-0156,Dichanthelium
004-04-0156,Euonymus americanus
004-04-0156,Eurybia divaricata
004-04-0156,Fagus grandifolia var. caroliniana
004-04-0156,Fraxinus pennsylvanica
004-04-0156,Galax urceolata
004-04-0156,Gelsemium sempervirens
004-04-0156,Hamamelis virginiana var. virginiana
004-04-0156,Heuchera [americana + caroliniana]
004-04-0156,Hexastylis arifolia
004-04-0156,Hexastylis minor
004-04-0156,Houstonia caerulea
004-04-0156,Ilex opaca
004-04-0156,Impatiens capensis
004-04-0156,Ipomoea
004-04-0156,Juniperus virginiana
004-04-0156,Kalmia latifolia
004-04-0156,Liquidambar styraciflua
004-04-0156,Liriodendron tulipifera var. tulipifera
004-04-0156,Lonicera sempervirens
004-04-0156,Luzula
004-04-0156,Maianthemum racemosum
004-04-0156,Microstegium vimineum
004-04-0156,Mitchella repens
004-04-0156,Nyssa sylvatica
004-04-0156,Ostrya virginiana
004-04-0156,Pedicularis canadensis
004-04-0156,Phryma leptostachya
004-04-0156,Polystichum acrostichoides
004-04-0156,Prunella vulgaris
004-04-0156,Prunus serotina var. serotina
004-04-0156,Quercus alba
004-04-0156,Quercus rubra var. rubra
004-04-0156,Quercus shumardii
004-04-0156,Rhododendron viscosum var. viscosum
004-04-0156,Rudbeckia laciniata var. laciniata
004-04-0156,Smilax glauca
004-04-0156,Smilax rotundifolia
004-04-0156,Uvularia puberula
004-04-0156,Viburnum acerifolium
004-04-0156,Viola primulifolia
004-04-0156,Viola sororia
004-04-0156,Muscadinia rotundifolia var. rotundifolia
004-04-0156,Waldsteinia doniana
004-04-0157,Parthenocissus quinquefolia
004-04-0157,Solidago [arguta + vaseyi]
004-04-0157,Vaccinium pallidum
