Plot,CEGL,Alliance,Group,MacroG
111-06-1350,CEGL007773,A3294,G165,M016
120-06-1434,CEGL007773,A3294,G165,M016
129-05-1501,CEGL007773,A3294,G165,M016
142-06-1652,CEGL007773,A3294,G165,M016
111-06-1351,CEGL007773,A3294,G165,M016
129-07-1500,CEGL007773,A3294,G165,M016
118-42-0504,CEGL007773,A3294,G165,M016
120-02-1430,CEGL007773,A3294,G165,M016
135-09-1604,CEGL007773,A3294,G165,M016
118-42-0014,CEGL007773,A3294,G165,M016
135-04-1606,CEGL007773,A3294,G165,M016
118-42-0501,CEGL007773,A3294,G165,M016
082-01-1100,CEGL007773,A3294,G165,M016
111-06-1361,CEGL007773,A3294,G165,M016
085-FPMR-0015,CEGL003722,A3294,G165,M016
085-QMMR-0002,CEGL003722,A3294,G165,M016
103-COWP-0016,CEGL003722,A3294,G165,M016
085-QMMR-0004,CEGL003722,A3294,G165,M016
085-FPMR-0013,CEGL003722,A3294,G165,M016
085-FPMR-0012,CEGL003722,A3294,G165,M016
085-FPMR-0004,CEGL003722,A3294,G165,M016
085-FPMR-0014,CEGL003722,A3294,G165,M016
118-42-0031,CEGL007927,A3294,G165,M016
129-07-1505,CEGL007927,A3294,G165,M016
046-06-0662,CEGL007927,A3294,G165,M016
019-01-0017,CEGL007927,A3294,G165,M016
052-03-0807,CEGL007927,A3294,G165,M016
004-07-0152,CEGL007927,A3294,G165,M016
134-12-1545,CEGL007927,A3294,G165,M016
135-01-1605,CEGL007927,A3294,G165,M016
138-03-1621,CEGL007927,A3294,G165,M016
046-05-0666,CEGL007927,A3294,G165,M016
118-42-0581,CEGL007927,A3294,G165,M016
046-07-0661,CEGL007927,A3294,G165,M016
146-07-1680,CEGL007927,A3294,G165,M016
128-05-1471,CEGL007927,A3294,G165,M016
103-COWP-0005,CEGL007927,A3294,G165,M016
128-06-1475,CEGL007927,A3294,G165,M016
103-COWP-0015,CEGL007927,A3294,G165,M016
129-06-1512,CEGL007927,A3294,G165,M016
118-42-0008,CEGL007927,A3294,G165,M016
118-42-0002,CEGL007927,A3294,G165,M016
118-42-0067,CEGL007927,A3294,G165,M016
129-06-1508,CEGL007927,A3294,G165,M016
120-01-1439,CEGL007927,A3294,G165,M016
103-COWP-0007,CEGL007927,A3294,G165,M016
111-01-1360,CEGL007927,A3294,G165,M016
129-01-1503,CEGL007927,A3294,G165,M016
118-42-0021,CEGL007927,A3294,G165,M016
129-01-1505,CEGL007927,A3294,G165,M016
019-01-0021,CEGL007927,A3294,G165,M016
004-04-0160,CEGL007927,A3294,G165,M016
059-08-0852,CEGL007927,A3294,G165,M016
089-06-1226,CEGL007927,A3294,G165,M016
138-01-1627,CEGL004416,A3294,G165,M016
135-04-1605,CEGL004416,A3294,G165,M016
004-04-0154,CEGL004416,A3294,G165,M016
019-01-0018,CEGL004037,A4434,G165,M016
085-KERR-0014,CEGL004037,A4434,G165,M016
120-04-1437,CEGL004037,A4434,G165,M016
019-01-0015,CEGL004037,A4434,G165,M016
004-01-0156,CEGL004037,A4434,G165,M016
129-04-1502,CEGL003558,A4434,G165,M016
129-05-1504,CEGL003558,A4434,G165,M016
059-07-0850,CEGL003711,A4434,G165,M016
059-04-0850,CEGL003711,A4434,G165,M016
059-01-0851,CEGL003711,A4434,G165,M016
085-NELS-0001,CEGL004413,A4434,G165,M016
004-06-0152,CEGL004413,A4434,G165,M016
004-04-0158,CEGL004413,A4434,G165,M016
004-04-0157,CEGL004413,A4434,G165,M016
120-01-1433,CEGL004413,A4434,G165,M016
004-05-0156,CEGL003713,A4434,G165,M016
135-04-1601,CEGL003713,A4434,G165,M016
004-01-0150,CEGL003713,A4434,G165,M016
111-06-1352,CEGL003713,A4434,G165,M016
138-01-1621,CEGL003713,A4434,G165,M016
128-04-1476,CEGL003713,A4434,G165,M016
111-07-1353,CEGL003713,A4434,G165,M016
059-08-0850,CEGL003713,A4434,G165,M016
129-04-1513,CEGL003713,A4434,G165,M016
004-02-0161,CEGL003713,A4434,G165,M016
004-04-0161,CEGL003713,A4434,G165,M016
085-CUSF-0019,CEGL003714,A4434,G165,M016
085-CUSF-0030,CEGL003714,A4434,G165,M016
085-CUSF-0005,CEGL003714,A4434,G165,M016
129-07-1506,CEGL003714,A4434,G165,M016
085-CUSF-0012,CEGL003714,A4434,G165,M016
085-CUSF-0002,CEGL003714,A4434,G165,M016
085-CUMB-0004,CEGL003714,A4434,G165,M016
059-09-0850,CEGL003714,A4434,G165,M016
059-01-0850,CEGL003714,A4434,G165,M016
111-07-1352,CEGL003714,A4434,G165,M016
111-06-1358,CEGL003714,A4434,G165,M016
085-KERR-0010,CEGL003714,A4434,G165,M016
059-01-0849,CEGL003714,A4434,G165,M016
120-04-1435,CEGL003714,A4434,G165,M016
085-PITT-0011,CEGL003714,A4434,G165,M016
085-KERR-0012,CEGL003714,A4434,G165,M016
085-KERR-0037,CEGL003714,A4434,G165,M016
085-HALI-0002,CEGL003714,A4434,G165,M016
134-12-1544,CEGL003714,A4434,G165,M016
120-07-1430,CEGL003714,A4434,G165,M016
111-01-1356,CEGL003714,A4434,G165,M016
085-BUCK-0005,CEGL003714,A4434,G165,M016
085-ALBE-0007,CEGL003714,A4434,G165,M016
111-01-1354,CEGL003714,A4434,G165,M016
085-CUSF-0035,CEGL003714,A4434,G165,M016
085-BRUN-0004,CEGL003714,A4434,G165,M016
134-06-1540,CEGL003714,A4434,G165,M016
085-CUSF-0031,CEGL003714,A4434,G165,M016
111-03-1352,CEGL003714,A4434,G165,M016
059-08-0851,CEGL003714,A4434,G165,M016
128-03-1471,CEGL003714,A4434,G165,M016
085-KERR-0011,CEGL003714,A4434,G165,M016
128-05-1473,CEGL003714,A4434,G165,M016
085-CUSF-0033P,CEGL003714,A4434,G165,M016
085-CUSF-0032,CEGL003714,A4434,G165,M016
118-42-0051,CEGL003714,A4434,G165,M016
118-42-0526,CEGL003714,A4434,G165,M016
004-07-0150,CEGL008437,A3272,G012,M016
004-02-0157,CEGL008437,A3272,G012,M016
128-03-1470,CEGL008437,A3272,G012,M016
004-01-0154,CEGL008437,A3272,G012,M016
081-02-1309,CEGL008437,A3272,G012,M016
004-03-0150,CEGL008437,A3272,G012,M016
136-01-0048,CEGL007312,A3699,G673,M029
085-TURK-0006,CEGL006459,A3701,G673,M029
085-GFNP-0038,CEGL006492,A3701,G673,M029
085-ALBE-0012,CEGL006492,A3701,G673,M029
085-BUCK-0003,CEGL006492,A3701,G673,M029
085-FAIR-0027,CEGL004643,A4476,G918,M503
004-01-0146,CEGL004551,A3358,G044,M503
004-05-0153,CEGL004551,A3358,G044,M503
004-06-0153,CEGL004781,A3358,G044,M503
004-05-0155,CEGL004550,A3430,G654,M503
120-01-1431,CEGL004042,A3430,G654,M503
004-04-0151,CEGL007403,A3430,G654,M503
111-03-1351,CEGL007403,A3430,G654,M503
114-01-0076,CEGL007403,A3430,G654,M503
120-04-1436,CEGL007403,A3430,G654,M503
004-05-0150,CEGL007403,A3430,G654,M503
120-07-1431,CEGL007403,A3430,G654,M503
085-PWFP-0026,CEGL007403,A3430,G654,M503
019-01-0016,CEGL007403,A3430,G654,M503
004-05-0151,CEGL007403,A3430,G654,M503
085-RNBP-0005,CEGL004644,A3443,G130,M033
118-42-0578,CEGL007546,A3345,G553,M310
004-06-0165,CEGL007546,A3345,G553,M310
118-42-0029,CEGL007546,A3345,G553,M310
085-SPOT-0004,CEGL006493,A4439,G034,M031
136-01-0025,CEGL004418,A3626,G034,M031
136-01-0023,CEGL004418,A3626,G034,M031
136-01-0022,CEGL004418,A3626,G034,M031
136-01-0030,CEGL004418,A3626,G034,M031
136-01-0031,CEGL004418,A3626,G034,M031
136-01-0027,CEGL004418,A3626,G034,M031
136-01-0034,CEGL004418,A3626,G034,M031
136-01-0029,CEGL004418,A3626,G034,M031
136-01-0041,CEGL004418,A3626,G034,M031
085-FBMR-0058,CEGL004418,A3626,G034,M031
136-01-0018,CEGL004418,A3626,G034,M031
136-01-0020,CEGL004418,A3626,G034,M031
136-01-0006,CEGL004418,A3626,G034,M031
136-01-0011,CEGL004418,A3626,G034,M031
136-01-0040,CEGL004418,A3626,G034,M031
136-01-0010,CEGL004418,A3626,G034,M031
136-01-0039,CEGL004418,A3626,G034,M031
136-01-0037,CEGL004418,A3626,G034,M031
136-01-0015,CEGL004418,A3626,G034,M031
136-01-0017,CEGL004418,A3626,G034,M031
136-01-0033,CEGL004418,A3626,G034,M031
136-01-0012,CEGL004418,A3626,G034,M031
136-01-0054,CEGL004418,A3626,G034,M031
136-01-0047,CEGL004418,A3626,G034,M031
059-08-0855,CEGL004418,A3626,G034,M031
136-01-0050,CEGL004418,A3626,G034,M031
085-FBMR-0064,CEGL004418,A3626,G034,M031
136-01-0045,CEGL004418,A3626,G034,M031
004-07-0153,CEGL004418,A3626,G034,M031
019-01-0025,CEGL004418,A3626,G034,M031
004-05-0152,CEGL004418,A3626,G034,M031
085-FBMR-0053,CEGL004418,A3626,G034,M031
118-42-0582,CEGL004418,A3626,G034,M031
085-FBMR-0057,CEGL004418,A3626,G034,M031
004-04-0145,CEGL004418,A3626,G034,M031
004-01-0151,CEGL004418,A3626,G034,M031
136-01-0036,CEGL004900,A3626,G034,M031
136-01-0043,CEGL004900,A3626,G034,M031
141-01-0020,CEGL004900,A3626,G034,M031
141-01-0002,CEGL004900,A3626,G034,M031
141-01-0005,CEGL004900,A3626,G034,M031
082-07-1106,CEGL007397,A3629,G034,M031
134-07-1540,CEGL008487,A3630,G034,M031
059-04-0856,CEGL008487,A3630,G034,M031
129-08-1502,CEGL007321,A3633,G034,M031
136-01-0032,CEGL007321,A3633,G034,M031
136-01-0002,CEGL007321,A3633,G034,M031
136-01-0009,CEGL007321,A3633,G034,M031
136-01-0038,CEGL007013,A3633,G034,M031
136-01-0021,CEGL007013,A3633,G034,M031
136-01-0014,CEGL007013,A3633,G034,M031
134-07-1542,CEGL007013,A3633,G034,M031
134-03-1541,CEGL007013,A3633,G034,M031
136-01-0016,CEGL007013,A3633,G034,M031
136-01-0028,CEGL007013,A3633,G034,M031
074-07-0020,CEGL007006,A3633,G034,M031
120-07-1433,CEGL007006,A3633,G034,M031
136-01-0026,CEGL007006,A3633,G034,M031
105-NISI-0007,CEGL007006,A3633,G034,M031
136-01-0035,CEGL007006,A3633,G034,M031
136-01-0024,CEGL007006,A3633,G034,M031
136-01-0003,CEGL007006,A3633,G034,M031
004-01-0145,CEGL007006,A3633,G034,M031
136-01-0052,CEGL007356,A3633,G034,M031
082-04-1112,CEGL007356,A3633,G034,M031
085-KERR-0015,CEGL006498,A3633,G034,M031
085-KERR-0019,CEGL006498,A3633,G034,M031
085-FPMR-0020,CEGL006498,A3633,G034,M031
018-0A-0019,CEGL003752,A2074,G180,M506
142-09-1650,CEGL003752,A2074,G180,M506
142-09-1646,CEGL003752,A2074,G180,M506
018-0A-0018,CEGL003752,A2074,G180,M506
018-0A-0017,CEGL003752,A2074,G180,M506
085-NAKE-0002P,CEGL003683,A2074,G180,M506
085-FRAN-0011,CEGL003683,A2074,G180,M506
085-WATM-0053,CEGL003683,A2074,G180,M506
085-ALBE-0005,CEGL003683,A2074,G180,M506
085-PITT-0003,CEGL003683,A2074,G180,M506
085-FRAN-0016,CEGL003683,A2074,G180,M506
085-FRAN-0012,CEGL003683,A2074,G180,M506
085-GRAS-0101,CEGL003683,A2074,G180,M506
085-FRAN-0013,CEGL006294,A2074,G180,M506
085-FRAN-0014,CEGL006294,A2074,G180,M506
085-NAKE-0001P,CEGL006037,A2074,G180,M506
085-NELS-0002,CEGL006037,A2074,G180,M506
129-01-1511,CEGL007045,A4679,G180,M506
142-09-1640,CEGL004992,A3469,G180,M506
047-04-0703,CEGL004298,A3962,G671,M506
046-04-0663,CEGL004990,A3960,G670,M506
046-08-0660,CEGL004990,A3960,G670,M506
138-06-1622,CEGL004990,A3960,G670,M506
042-04-0632,CEGL003993,A3960,G670,M506
052-01-0803,CEGL003993,A3960,G670,M506
111-04-1343,CEGL003993,A3960,G670,M506
129-01-1510,CEGL003993,A3960,G670,M506
129-13-1502,CEGL003993,A3960,G670,M506
042-04-0631,CEGL003993,A3960,G670,M506
046-04-0665,CEGL003993,A3960,G670,M506
111-04-1350,CEGL003993,A3960,G670,M506
059-04-0852,CEGL004910,A3960,G670,M506
052-05-0801,CEGL004910,A3960,G670,M506
138-04-1631,CEGL004910,A3960,G670,M506
111-04-1351,CEGL004910,A3960,G670,M506
004-04-0152,CEGL004910,A3960,G670,M506
135-11-1601,CEGL004910,A3960,G670,M506
129-07-1502,CEGL004910,A3960,G670,M506
059-05-0853,CEGL004910,A3960,G670,M506
134-07-1545,CEGL004910,A3960,G670,M506
052-01-0809,CEGL004910,A3960,G670,M506
135-04-1604,CEGL004910,A3960,G670,M506
135-09-1603,CEGL004910,A3960,G670,M506
042-04-0633,CEGL007690,A3961,G670,M506
042-04-0634,CEGL007690,A3961,G670,M506
046-04-0667,CEGL007690,A3961,G670,M506
103-COWP-0011,CEGL004044,A3321,G583,M307
105-NISI-0003,CEGL004048,A3321,G583,M307
105-NISI-0009,CEGL004048,A3321,G583,M307
103-COWP-0002,CEGL004732,A3322,G583,M307
103-COWP-0012,CEGL004732,A3322,G583,M307
103-COWP-0003,CEGL004732,A3322,G583,M307
085-KERR-0016,CEGL004291,A3669,G125,M069
085-GFNP-0024,CEGL006478,A2069,G753,M881
085-GFNP-0028,CEGL006478,A2069,G753,M881
085-GFNP-0026,CEGL006478,A2069,G753,M881
085-GFNP-0033,CEGL006478,A2069,G753,M881
085-MADS-0025,CEGL006478,A2069,G753,M881
085-MADS-0019,CEGL006478,A2069,G753,M881
004-05-0177,CEGL004459,A3795,G753,M881
